Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
UFSP1	-3.184564017	12.97331459	8.599746198	3.042583478
NDUFAB1	-15.32549213	35.66095177	15.35992334	41.37007596
MOGAT3	6.507330988	8.845028956	7.308328341	-5.128681168
CPO	14.55824603	3.230198356	3.419431639	18.09848274
TMPRSS4	1.456040299	-0.04725329255	-1.690424744	-3.625092837
GPR107	27.28027036	26.66985313	46.61200062	39.67267409
ZNF177	18.9015367	24.53187021	25.6839445	0.8457439371
ZNF703	8.389694271	10.97137176	-2.942884668	-1.503826593
OR56A3	3.760476148	-4.534544411	-4.451464431	3.305834584
OR2D2	9.263229678	-6.417874092	-5.617898319	7.61242315
OR4C15	5.471589625	11.78570217	4.33463668	2.647732644
OR10G9	4.977183013	-2.10025384	-0.7336964666	10.76246639
OR10G4	1.073873522	-2.591838655	-1.817597426	1.686221307
OR4C11	1.707560955	-5.288953209	-3.539721975	-3.205243852
OR4C6	7.76580249	-4.748312681	-3.132546073	2.101792264
OR7D4	-0.2915342086	-1.270132267	-3.988988564	-2.689943683
OR7D2	1.858998813	-2.753313426	-3.621332931	3.769335607
OR51F2	5.81931987	-8.398958168	-8.834686328	0.4053006137
OR52E4	3.136237052	-3.609584367	-4.206014091	-1.213527498
APOC3	0.5504911302	-4.167690984	-4.668308692	-7.775403076
TACC3	1.641440764	6.04133851	4.055783013	3.539801951
HAMP	4.657749491	39.45749893	11.47749443	-1.242009723
CEPT1	22.80251111	17.79875718	24.22381001	38.96841424
SLC10A7	25.94263592	22.0498284	30.15603026	21.27405288
RIMS2	11.70619662	8.337794641	-0.4109294175	43.53619284
EID3	15.8819136	0.8478053779	7.927553179	35.04165643
PISD	0.9653883613	16.79926971	10.84895015	31.81124479
ANK2	11.70727488	-7.481537787	1.804467801	73.94095579
ZDHHC2	31.68133549	25.03104064	35.80758121	17.64398315
EHD1	20.03415285	26.94333921	50.42229756	2.726119349
STOM	78.09900092	22.33362136	24.07626252	1.968162687
CRISP1	8.485026634	-1.04691984	-4.322106502	1.312617329
BCAT2	28.95741152	18.05958864	28.49416205	-4.791768597
NPM1	23.12603788	31.36144813	28.02253854	19.27168508
NPPB	1.847684639	13.56261691	5.152031138	-0.06190894635
SLC22A4	24.01635381	11.86793841	8.468228483	13.93998385
RPS6KB1	17.04925676	20.16281322	38.77393721	23.68667997
SNN	15.81866737	16.8771169	10.92052212	23.19962249
CUL4A	27.19098001	32.98491571	40.81455397	14.72153547
ARSF	32.39020793	-0.3088307015	3.762130749	9.298086182
MRPL33	9.728157073	36.6331571	20.37041938	31.9788816
TCL1B	5.321709328	11.9688683	34.10971458	-1.489704002
PPP4R1	31.60643019	17.57785891	30.93374317	18.6126021
BCL3	26.85321079	3.821013148	7.454584938	-4.154912584
PAPSS1	18.81270066	9.862015211	42.42626572	42.86991559
S100P	3.11700303	5.32078336	3.872625818	-6.13303678
INMT	-0.2857514696	-5.69813593	-7.98796565	-9.581564514
C6orf10	8.692067799	-3.742466812	2.78390618	1.277590972
ZDHHC15	7.9615226	13.76786904	13.29565914	36.11464721
BRD3	31.40077413	12.8920205	35.9925861	8.75947467
LHB	-5.938669163	9.910362401	3.098563396	0.08262560549
SIN3B	18.58915691	20.57971124	19.03687768	26.3647862
CPNE6	7.324731217	13.17474154	-6.015279829	30.69076891
MAFG	16.67984421	4.548928687	5.154284479	20.02737485
TEAD3	37.32469323	16.64937054	9.117064113	-0.8955624901
ZNF585A	12.35210899	13.96901795	24.56465709	24.02218616
AGO2	28.29364061	16.11609519	29.67389075	22.50998784
AGO1	33.41774447	8.33152832	34.07115604	32.21501563
SIRT3	14.7920489	22.71418467	18.61946038	37.84368072
PRPF40B	10.6190838	0.1068531505	2.550808412	10.81441702
GRIK4	15.90408245	16.28358612	17.9568547	24.40660454
UBQLN2	-1.560156372	25.56221416	15.52822435	58.20622209
EHD3	-5.469108471	16.76114727	14.97201155	38.02094894
C22orf31	10.35736066	-1.494388634	-3.856342638	-1.350949193
ACTL6B	-23.79817748	19.23378483	0.9464747592	29.57963415
CCDC106	2.417218279	18.90434	6.586338422	16.53725415
HERC5	39.95915746	28.33214447	29.66053338	-6.726542937
ZNF581	5.041076336	24.3531231	15.78992764	3.437811159
CRK	6.327766819	25.42287989	26.02732761	23.24533894
CECR1	19.04563907	35.70855878	23.47608242	5.203220426
COA1	11.84020655	36.44501648	25.42492793	34.74625686
MBD5	18.34430693	5.580220609	15.37854771	42.62566447
IL26	5.585950954	-1.308943606	-0.9273761087	2.086595334
SLC22A11	1.995725188	-1.171856286	-3.840033327	-5.018814692
PCDHGA4	15.73469871	-7.493861577	-2.686358119	9.524760902
PCDHGB1	27.25247413	0.01224291201	3.775696313	13.44193777
PCDHGB3	16.75416809	4.619752247	6.794695457	5.531742597
BARHL1	1.108075411	1.076933606	-5.12919024	2.631054345
CYP4F12	18.75913404	17.6079403	11.58755619	4.2471395
ZNF227	24.13154344	24.41759117	35.79575588	36.30836175
PCDHB16	23.03134212	5.199910516	25.61183842	24.87424249
ZNF71	23.05121758	0.6165334678	18.1542187	34.09821134
UBE2V1	5.635298939	6.427160808	3.197016963	28.85836274
TPM3	17.36327899	29.07922036	21.09122251	60.57981222
GNG13	-2.639244416	7.918712391	0.2331885268	17.21995509
S100PBP	28.59483464	29.89667898	54.27802731	16.06663115
AUNIP	-2.986412089	-2.835980471	-4.205653242	31.46523467
ZMAT4	-11.16135439	6.977361535	9.326021151	59.39679807
CATSPERB	2.715747107	-5.251834169	-7.924243192	1.254695817
TREML2	-3.686888417	-1.706483611	-1.689912672	-5.272299916
ZBTB46	-1.39951951	-6.788141844	-14.88971204	2.394643518
HNRNPK	17.33584783	28.76337728	33.18979078	49.91316181
TOMM6	9.839797251	38.12663647	25.53255555	4.122548491
LYZL1	5.588582064	13.33668945	4.628975928	4.989061733
LRRC18	8.048035143	2.150752085	-3.011651066	0.9392791795
PPP2R2D	5.167158963	22.95744812	18.30882467	47.19719946
GATSL3	76.48898502	5.181046688	14.17295542	1.598561402
C10orf54	43.17458709	48.95460835	27.60170207	-2.414350374
C16orf95	4.36884841	34.64576521	19.74797634	8.155581635
TRAPPC9	7.317028868	18.5211568	21.56957763	36.18220145
C7orf34	-5.793591622	6.963529288	12.23037752	1.100293991
B3GNT4	-11.66427513	13.87289676	0.7560668375	28.193771
ADAMTS10	7.275932515	7.837512115	-0.1488352173	3.998568849
LLPH	23.03142136	22.17008093	26.62479497	33.70016524
MYO7B	-0.4116429703	-1.129461103	-3.141080033	-4.137977796
TRIM4	39.07407458	27.68874613	24.45804809	25.32457703
TSLP	10.35930614	5.347068458	-2.061669419	-0.3939513147
HHIPL1	37.72122005	6.563241153	2.342822897	26.86958944
STRN3	29.90929496	13.78823918	25.19557236	36.25882773
PLB1	3.096805347	38.3156542	9.153556523	8.816066581
SP110	38.91441771	45.07717006	53.95565226	-0.6697560489
FAM131A	2.26540497	10.97702093	1.818025473	36.59484648
CCDC85C	34.99122017	4.357890878	8.497716337	20.71293162
ACBD7	81.32181163	-6.996675995	3.356873062	16.0721511
C6orf25	1.442950656	3.917513066	-0.6978253799	-2.500788497
MYEOV2	14.50218954	27.6756767	17.44297885	14.43593238
FAT3	32.66289494	-3.364683847	2.580993702	37.77332318
PATL1	23.70548215	18.29075976	28.40637085	21.89975286
TTC24	-10.39345282	15.46862197	5.970990494	-0.3647476116
HYLS1	3.96838145	5.081687158	2.589673476	32.94623402
ZNF501	25.07515784	8.260757884	22.75469691	6.354639495
NAPRT1	14.96890052	2.557271362	3.17840094	3.765876956
GCSAML	6.789282831	-6.482472357	-5.686302396	5.355676621
APOBEC3A	5.656952025	-4.159564208	-7.193774735	-4.893402843
OR4D10	-5.442066035	13.88650341	4.739468663	-2.806857791
OR4C12	3.74929325	1.830636696	-2.188540201	-2.870638793
OR4C46	7.171190817	-5.056677255	-3.038977395	5.729609621
ZNF585B	28.10622584	5.219891509	16.83870374	34.46770267
C12orf54	9.211781551	14.92163803	12.09615642	1.014311253
CXorf58	10.00119102	-1.733322201	-1.940127379	2.106170381
LCORL	10.30440298	15.35530478	20.73825446	16.7185945
C10orf67	5.205746213	0.4543395003	-0.5254025176	9.263229728
PANX3	-1.80395286	4.664073003	5.127033866	-1.216475804
ZXDC	31.30922757	20.44737867	42.23421372	21.29237338
FAM217A	5.281129737	-2.134702928	-2.393767456	-0.1131181939
C17orf78	-2.382709334	8.489751373	2.660460858	-1.251985296
DYNAP	4.16771363	-4.239263964	-3.568626581	-3.035603832
C17orf96	14.49150666	12.99599843	10.88430638	21.03598497
FAM72A	0.260968834	10.53312119	5.774795177	12.36228818
ZNF770	24.04649719	8.879063416	8.945308592	36.45824166
KIAA1147	23.26086114	20.01124618	51.25841917	23.38313978
NLRP8	1.303026272	-1.655784621	-3.548904125	-3.472516384
CDHR4	0.5713178739	-6.731874753	-8.041130409	-2.568785425
BHLHA9	-4.9849498	0.3678559276	-2.002261725	16.19488904
ABLIM2	12.62631447	7.970576295	4.049156858	54.95031644
SMTNL2	3.787594392	7.249046094	-0.1375990647	-3.115902934
DIXDC1	10.64292342	21.70145608	58.6728633	32.74868425
C20orf85	6.228306452	16.70125678	1.594266323	1.754580249
MTMR11	14.72174371	19.81707124	17.43911961	9.414780589
C16orf82	-3.272312861	-3.246584095	-8.363091557	-6.150858789
BTBD8	26.84276818	11.14227626	33.2265659	24.06049783
KCTD2	3.830965157	15.52206209	16.07951563	37.12830798
FOXO6	-0.07880893265	4.01174107	1.777772655	13.07410469
ANKRD17	11.12544591	23.92495295	22.75899939	58.75273695
RNF148	4.336230381	-9.127123505	-4.974916474	2.267500066
INF2	13.46932549	30.19408076	83.84571976	12.05322596
VSTM1	-1.467447434	17.82419191	7.544997472	-3.692784351
FOXK1	9.090284233	15.81323148	25.05815706	9.414351474
SFTA2	-0.9817972485	-6.141208032	-8.101448277	-3.79101896
IQSEC1	9.41231085	16.01938324	20.96259233	53.49513188
RFX8	-2.897458803	7.227882813	3.662477367	2.901146452
FAM150A	1.347905446	2.899108363	-2.546396121	-1.71183426
HS3ST4	-1.965494984	10.51981309	7.13180472	18.31079231
PNLIPRP3	6.822777299	-1.572789202	-0.1634488813	5.085836174
RGS21	5.880401363	-5.331675587	-6.460269612	4.877590804
FAM162B	3.183170912	13.88579459	12.03960691	20.28169087
BRD9	13.36986045	26.93892526	30.10726223	21.79918057
CCDC62	9.754349656	5.333454072	1.38623082	14.61942459
ZNF580	20.4046827	13.30596934	16.64340792	15.13809571
SYNDIG1L	13.6325796	9.998833672	13.35979118	16.08045643
C2orf16	2.756745235	0.8653974123	-4.948768729	2.499499014
FFAR3	3.570432197	10.20820946	6.377034129	-0.3298111076
ARHGEF16	3.011470479	14.71974545	23.89518162	-5.704227354
SFMBT2	18.20202122	20.58440247	10.82002136	24.91559765
LACTBL1	2.36999015	18.06134548	6.798650201	5.800484536
SIRPB2	9.30195872	31.10994159	10.982339	4.972442542
IFITM10	-17.26980089	13.25499241	6.872231882	-7.685571899
RBM4	17.72551453	15.37588107	15.73634469	32.07607973
PRDM11	3.715982665	21.30736486	24.5343853	22.62835463
AADACL4	4.26581952	0.1590119971	1.39354939	3.717827742
RP11-503N18.1	1.340014094	4.123049774	-0.8060137143	8.061338962
ZNF404	25.72156171	20.9254428	40.58319304	24.69989385
CXorf66	8.438153836	-4.979531551	-3.732553784	6.768722992
URAD	2.068318651	18.83218115	15.04389286	6.603529554
ADAMTS6	9.408461472	1.47845446	-0.1648997383	7.807333495
C1orf122	26.98333985	45.39086844	61.91533236	0.9713881821
SMIM20	24.53167052	29.14225368	22.89813424	5.067553735
IL17REL	-2.440002492	2.10275405	-0.00834274157	4.183124398
MCCD1	3.170698983	8.939193403	3.41065796	2.817222845
MYO1H	10.62801224	20.57565767	31.49073213	6.369447924
RAD21L1	8.2709907	-1.388582435	1.403055955	9.373250014
DCDC2B	9.479800239	14.67683895	8.145980953	10.27496552
TRAPPC3L	8.415280171	2.768546187	3.390258714	14.11085901
FAM159A	4.603312766	11.45094597	0.3605770282	-1.457106723
C1orf186	2.612349092	2.22633263	1.835346481	5.112620203
C8orf48	18.81515588	3.180734431	1.439050751	21.27837561
ZNF862	16.72324859	10.75163903	30.26097248	5.226274213
ANKRD34A	-5.750391771	13.04108505	4.659564214	25.20821663
MTCP1	11.39067763	8.860986204	16.46971589	1.803903546
COA5	36.61853219	13.0308701	32.8180123	40.47007144
SIRPB1	15.05660349	17.74738671	7.959964885	16.53182791
SCGB2A2	3.002119165	14.16212783	7.555972678	-2.651031902
OR52H1	10.34389705	-3.57918881	0.5584313739	3.214989084
EIF4B	21.6480512	30.53941628	45.53907799	32.67331202
GPR17	40.81614005	11.97836205	28.52131531	0.5432754347
RPS29	15.31886184	45.66359047	29.83211867	-0.7616690764
FCRLB	-1.978642852	12.58088192	5.687419278	8.818731462
AIM2	13.33444521	13.83027511	0.5671041553	3.195323549
KIFC1	5.62843331	10.69188794	4.113482159	2.689470267
LRRFIP2	33.2200712	5.949637915	36.75263963	26.49016222
FOXD4	-8.523027628	0.4649461299	-5.735860147	0.8301803944
SORBS1	61.20340546	7.661080852	13.04803915	33.33061818
H2AFV	44.45499594	19.85853014	30.98103707	32.10090771
FAM155B	17.10615628	-10.9933645	-7.789657894	17.7226631
TAOK3	34.48453543	2.541370656	18.13059444	27.59523398
SLFN12	11.75396332	26.46466136	16.1260001	0.733593245
ZKSCAN7	17.10575612	13.55035387	25.19545864	12.06643778
C19orf80	7.641050234	11.55432912	6.642918043	3.842602844
DOCK6	29.14857879	20.7088821	29.22435525	-2.515518725
SORBS2	8.749302661	15.46979842	3.244972756	53.45044778
LILRA5	3.99798318	1.160997927	-4.239303771	-0.9797215584
UBL5	-0.5231628017	29.23495645	10.33721493	13.7955233
TAF7L	2.136658226	4.649867394	-9.116648529	18.25728858
HMGB4	6.327885064	1.501941505	2.06664436	1.55669151
SPAG11B	7.875211517	-0.1847461169	1.13656215	3.612359971
DEFB129	-5.903356343	8.029518569	0.9114208736	1.02680685
SPOCD1	8.725259174	15.38265298	23.69444862	-2.143066314
OR9G1	4.985960929	-1.445488572	-2.002529084	4.747004556
OR9A2	4.379737344	16.53791252	36.98796033	3.245415131
GLIPR1L1	2.024334731	-3.212249117	-0.1614431224	0.1409914211
POU5F2	-0.6396674636	-5.95570011	-5.886947153	-1.76389863
NXPE4	6.853094585	-4.04513827	-3.67903551	0.8659533479
FAM155A	8.776512437	-6.85623539	-0.03107142328	35.11462681
WDFY4	8.48703363	84.145912	41.01406946	8.642874673
ABCB5	1.457759666	-3.693400154	-4.231928112	-3.909022091
SMAGP	2.602091004	14.17800698	7.370254353	3.833916938
ZSWIM6	36.68788207	-3.851453177	29.66538806	16.13851133
TRABD2A	4.588517605	0.6076142426	0.6309792801	17.65947147
C15orf60	8.396221399	-10.24377775	-9.241673979	8.015800469
PTPRQ	7.945644562	-2.676308978	-4.683010844	8.133273025
C17orf89	24.34367147	27.05186234	26.72163799	10.15108173
LRRC71	8.590581107	-0.8320598695	-6.379184243	-7.192672828
PROB1	12.8079229	8.439672134	0.1849347831	-0.3780178848
TMEM253	10.54369717	10.08005466	10.95006605	4.154213577
LMO7	10.54877332	3.026954131	6.726798634	54.96540068
C10orf62	3.624778551	3.015582561	6.170169237	-9.258357322
C11orf96	9.661316732	10.09334938	12.00009326	7.244261537
CLRN2	0.6230279095	7.728922708	3.40839428	1.746570872
C11orf83	7.795772365	29.04952163	17.95559481	10.55587774
OR2S2	2.467690963	-4.080978912	-3.596739991	-0.2586836113
STON2	68.97550249	0.3880344473	3.570526063	8.764435775
KLRB1	14.4398522	6.784348754	9.067154495	-5.453902059
PYGL	29.84365803	33.25762598	14.43432748	4.105764644
UBE2E1	24.88295368	23.42677991	37.16148574	30.82765978
STX10	23.50991989	20.6392432	31.06410257	-4.659830145
PRKCH	20.65422556	22.5067704	25.66591216	23.6866124
NR2E3	1.769598913	2.198362259	0.9786425429	3.639646652
MST4	-2.828255302	16.22932969	4.540750213	21.28658106
CES3	-1.296993687	5.821133347	-4.633563067	5.00828366
NEK8	10.56841786	14.86106779	18.41580588	-2.377128872
NLGN4Y	25.62582099	-5.999930651	9.176332629	18.73265422
RNF7	9.129490616	31.40903534	17.31076436	26.84795111
OR4K15	5.679172098	-3.696087506	-1.585267818	3.235582097
OR4P4	4.396713881	6.702206626	1.259769599	-2.347236337
OR6V1	-4.874562556	3.865975078	0.1158522823	-2.001742419
OR56A1	3.940234007	-3.686682391	-1.361269536	1.369711466
OR2T11	5.216106055	2.8873691	-1.322697104	2.670060884
CHTF8	10.7927132	32.09015922	25.13485859	22.25621442
XKRY	8.161658611	-4.891449073	-2.297534958	3.057005006
CREM	35.55751062	18.52318195	13.64079336	43.34283517
GRTP1	27.90876512	1.085195397	-1.403971478	-5.42241746
TUSC1	-4.477117819	21.48591851	16.83688353	10.22978385
CYS1	31.02228395	-2.032287095	-5.214380837	2.364324115
OR10K1	2.222647808	7.883340342	-0.6691378107	-2.103654952
OR1L1	6.318867534	-5.905163599	-3.58530853	2.372107798
OR11H2	8.519818523	11.31225775	6.407847234	7.901351167
CLEC6A	2.999343581	-5.328720707	-2.448333564	-1.732976329
C8orf22	9.801278226	2.64572028	3.807626773	1.063517196
SPATA31A7	0.7896307704	-3.349182839	-3.139656114	0.3348439621
TCHHL1	8.532079146	-5.594124124	-4.493008747	5.313864093
CST9	2.62125859	-7.07598076	-4.473700726	-1.105181639
ZNF121	12.96138473	17.27127091	17.67667906	18.27597184
HS3ST6	6.358365486	2.057297144	1.981994657	8.484541624
PPP1R13L	20.28166176	22.74450217	25.97374978	-13.64470564
SERP2	-3.505324892	28.30609065	13.36312623	24.40130024
RNASE12	1.234924601	0.4568015212	0.5331330142	-2.340936908
CENPW	-1.161512633	15.52288204	1.4440405	17.55009285
SPRN	3.644397101	12.63293304	20.5033699	17.4644918
ARGFX	0.08221377226	-0.1107989791	1.270059961	-2.059890963
DPRX	8.797663876	14.78317911	6.83340811	6.614567297
ADIG	5.056692895	-2.692048181	-7.623150963	-0.8180456408
FAM229B	3.324550429	44.18668979	30.94741478	4.496679095
CPNE9	-24.87471968	11.95897054	2.270876018	9.643825609
AKR1C4	10.88694966	1.480489892	0.3577975467	19.0662069
SHROOM2	0.9214998819	9.096338651	15.71881388	28.83045406
SBF1	7.220387908	28.60097406	27.68083523	18.38216306
DLEC1	20.80848549	13.43313229	4.374421946	-3.306850883
HMGB3	32.34912866	14.07135159	19.01782857	21.09404447
SYNGAP1	20.92841336	4.054230413	-1.706701453	43.57369585
VPREB1	-2.617801362	7.142304317	2.840650591	-0.553343953
OSBPL1A	14.40307162	35.84302131	61.38563205	30.65428671
RPTN	3.918386462	7.499314191	3.23732151	3.556347522
ZFP30	9.327162434	6.180450265	12.97235665	19.58207569
RALGAPA1	21.06826893	18.55903523	35.31997363	42.84207117
NKRF	-3.839361355	16.99646803	6.843820732	56.33237285
GOLGA6B	8.027917648	12.84099047	13.55580983	6.3501158
DIAPH3	38.57244513	4.577975817	2.989962664	5.81190835
ZBED5	19.96682956	22.03165772	37.76060504	21.11592951
GPBP1L1	31.26735591	22.8089895	47.63597548	32.43444763
LPIN3	19.24031284	24.19773756	20.94349575	4.712988683
TEX22	8.199101515	2.082621655	4.182911493	-2.801259529
GATSL2	6.306921482	3.355708582	2.018827756	9.736015417
KRTAP3-1	-4.64744362	6.48318843	-0.395840213	-2.616796241
AGBL4	5.943178622	19.94215249	9.661588487	44.50563979
SLC35E2B	8.01230331	12.66078931	12.61479552	28.01387104
KCNQ1	4.868337726	64.19764455	19.32639375	5.98163379
SPINT3	-6.617939778	5.346108169	0.4933107181	-4.254864382
TRABD2B	7.39894548	-0.2190614511	0.5303113009	5.255610799
TRIM43	12.7595283	-1.935526552	1.86950277	7.108269058
TCEB3C	1.902350025	5.537805038	2.816446398	4.342878374
FAM160A1	9.621975992	11.03576911	12.95794391	13.20873105
MICALL2	44.42058333	11.3411032	19.58102314	-6.133235341
ANKAR	31.08631166	0.1703150735	19.95573674	15.78144466
MIA3	5.579677962	22.91388803	20.98694203	45.87548553
FAM83G	2.522230363	3.270366525	-0.9753910888	8.056598169
PLCH2	0.03703261069	9.532770894	13.49912552	11.89179977
DDX53	5.87074871	-5.480302786	-5.688002312	-0.5983818122
C19orf67	5.988865316	2.001303537	-1.796406633	4.739285782
SMIM5	-7.643790932	1.792009535	20.83995938	-16.18447075
FAM25A	7.929784911	34.99382968	16.18035933	12.41926207
TRIM73	7.58646971	14.51198896	10.74450981	3.547019726
SCXB	-4.659175505	17.8015039	7.769764365	13.7714602
PRR19	-10.61009941	7.256711834	-8.049276906	10.2111547
CCDC168	5.951325538	1.495752498	-2.057078006	4.66180573
SMIM23	7.499930278	1.466016191	-0.1842462031	7.600293984
FER1L5	11.35432257	5.666889812	1.367302681	14.51766555
RAB42	3.996993525	15.12113965	4.253179923	7.242130033
RAD51AP2	-0.8692354585	6.595832832	2.344925955	9.584647697
MICAL3	10.39473946	14.13243333	33.53207857	16.81577766
MROH2A	10.11419513	-4.61043851	0.6229600838	9.165078552
GRXCR2	2.536533941	3.44090134	1.614433963	1.597678413
TMEM229A	36.39239678	11.47474631	63.26777107	6.298323188
ZAR1L	6.296316473	11.45809035	3.513851924	5.15619739
TRIM49D1	4.117439624	-3.483250827	-0.1358275525	0.8824999513
PDZRN4	19.72324756	6.477173509	14.9799696	21.49323845
FAM133B	21.04948576	25.1865746	39.2856843	19.63613619
FAM196A	13.9385759	12.6525876	7.383014584	31.99270773
CTXN3	-1.135770765	7.059730806	1.425615868	24.1325145
GOLGA8N	29.871115	9.390701659	19.39440688	26.46640283
TEX40	11.39270544	7.533775061	-0.188005914	10.22945302
