Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
GABRG2	-6.283981242	15.59669892	3.369459001	72.00363548
GABRG3	2.348624632	0.2990236697	-3.297018836	36.07994419
HCN3	5.098396422	17.07359988	12.3636059	28.76037856
HES2	7.71798024	-2.288966731	-2.739778466	0.8585042038
HIAT1	7.074598868	28.40371508	49.50871334	34.27970759
HTR5A	-10.90771687	12.98105819	5.769229159	49.83453292
IFIT1B	3.153148107	-2.408030498	-1.684876602	4.332497468
KCNS2	-5.177020635	1.967062795	-1.767744387	34.15787173
KLC2	-7.87346872	22.393843	11.61603966	25.67612973
KPNA6	9.714936324	28.76925621	28.90220893	38.21769486
KRT84	2.565566882	-3.797476661	-5.29177149	0.08849137449
LFNG	63.36611878	13.69056558	9.863893954	0.7890525354
LTB4R	12.25080847	9.070256673	10.7962326	11.35185511
MMP8	9.272430689	-1.620114747	-6.29110017	0.3679208219
PAX3	9.67244942	0.5767214778	-2.330695127	2.402537633
PCSK4	19.76304302	15.2912975	5.048413515	-2.375602332
PTP4A3	5.149753055	34.03276858	12.48424063	1.883572452
SLK	20.57708207	13.94274525	29.30140523	47.15919273
SYT2	-6.740788676	6.964085938	10.80299728	18.55479426
TNFAIP1	4.61542118	8.426956511	8.081393968	26.61518434
TRAF2	-3.601080582	15.36599936	18.16282588	-4.265332829
TSPYL1	0.6947939509	6.978163557	2.331492018	68.76115866
UCP1	-0.4594185336	-4.910842253	-5.305546306	-4.474234854
WNT10A	-1.631919025	4.962376758	4.331067628	6.241118416
WNT2B	-1.136048441	25.85572959	16.22708514	16.84552693
WNT3	7.771112702	5.081324448	2.675029473	30.68418302
WNT3A	1.589699883	-0.6205623065	-6.900729105	1.938466727
WNT4	3.07233193	11.85652229	0.405242803	8.747236675
WNT5B	4.833778278	16.16851472	7.504579156	13.32397959
WNT7B	35.85487081	-5.365211076	-4.737059797	4.317398151
ATRN	16.87134732	11.15241771	28.68672654	70.20989219
CACNA1G	8.132734683	14.64506728	13.79562916	28.52061917
CCR9	0.725390186	10.03886113	6.428283527	1.641791178
COL11A2	-0.3189331768	15.53888424	37.39275602	-14.10201018
CPT1B	0.7067341288	19.5283257	23.31720204	-3.389023877
CUX1	31.96068796	23.88650912	33.60860894	28.47130583
DLX1	2.382280469	9.476196709	2.392002128	15.12114326
DMWD	13.9026373	20.02341915	10.54333169	12.55110162
DPP6	7.316008856	11.75015429	6.550277843	70.06407804
DRD2	12.76924247	15.28682198	9.339070027	20.51924317
FGFR2	42.27836091	35.42916973	115.6951703	14.23819909
IL4I1	12.24474299	34.60800904	20.92274482	8.08472355
FKBP7	13.25651655	18.09622559	24.95739619	7.968288228
GABRG1	85.93354034	-4.455898285	-0.01125303049	21.66785125
GNAZ	5.204508808	14.5442759	21.62733016	39.3142373
GNG3	-22.89867672	28.08625042	6.023691894	33.3925779
IHH	4.02899958	-3.285241388	-0.6726457378	3.07692476
KIF13A	35.36290273	18.01478385	58.27172935	15.46288236
NKX2-6	5.816562712	8.030894113	3.958512179	3.31893878
OR2V1	-1.573388323	-1.635222412	-1.012552622	-0.3482533212
OPRL1	-0.3127105762	18.81278766	11.06394215	37.426523
HSPA4L	-2.779272593	10.06681018	3.92711187	52.96221439
PDCD6IP	16.46102438	32.41012909	58.3330108	43.75611845
PTCRA	-2.772084383	11.75397307	4.301586315	-11.41442277
RAB19	7.86981172	-4.035143686	-0.3702018164	6.51396861
ITSN2	22.14550025	15.80479232	25.86807362	35.21731203
CYFIP1	17.66108726	76.33098666	37.29479279	10.84669051
SLC22A3	26.54701015	10.61703787	9.866260294	14.14580415
SOX6	55.71226194	5.872210841	10.80643514	5.270897743
LIN7B	-15.26133017	26.49914444	4.770272405	18.37307396
LIN7C	27.51131808	11.12173898	11.1328145	42.73584169
VILL	12.30488049	7.804214622	8.55452941	-6.269037604
BAZ1B	6.984181666	15.89832349	26.58391973	7.627518205
IKZF2	42.45132427	18.91759984	53.39091087	2.680177856
FIZ1	5.223051079	18.84888898	19.12843113	8.458278066
FYB	6.396322752	106.9765207	37.26466595	1.763979648
MMP17	2.038711051	2.251248521	-3.482017668	22.88856399
TENM2	5.925884145	11.9177388	3.636746522	32.25017174
TENM3	21.66639302	13.30068171	6.926387975	43.68822954
PACSIN1	4.770458586	9.135648109	2.922888966	41.97407622
AVPR1B	5.382045161	0.2832736279	-0.2785380134	9.17784447
PLOD2	66.03933514	10.84190558	16.9850355	3.305516336
SEMA4G	22.13660531	23.24572689	14.89161071	23.69480606
SLC7A11	91.42860259	3.295488683	8.848118874	7.759831702
COPS7A	-9.607635542	23.3801107	19.95364104	35.51012058
ERN2	-14.69267353	4.0564807	-5.564683509	-4.159452446
TRPC7	3.996590018	-2.766236726	-3.175310726	7.824477688
ATP1B4	9.580883892	-5.516190986	-4.163539044	0.02195270285
AP3M1	27.46398551	33.18684777	44.29391626	38.01307899
ANGPTL2	12.75898143	27.68606166	77.64357493	-4.535939018
BACE2	20.45001266	25.49519417	44.35166928	-1.703613507
CHRM5	4.493164156	24.03507305	34.19887192	0.860364438
GCA	8.668111918	37.95258301	76.91784467	15.16621209
RHOQ	44.51868715	25.17336264	29.71769589	24.10124043
HEY2	54.09929228	17.84038774	38.98323763	5.254133632
ITGB1BP2	3.389961571	4.322107645	12.75549003	1.204572942
MORF4L2	8.722861915	21.42070929	20.39365062	60.44063447
LPHN2	5.904970783	-5.282707965	-1.018238533	57.50743874
TSPAN15	14.62770423	20.42657074	92.74473144	-12.44848688
SERPINB13	6.666560355	-3.555228403	-2.077723875	-1.108169306
FSCN2	5.015235345	6.562881468	2.503414535	4.375301326
SSBP2	22.61368395	7.503945821	5.829253785	48.5418872
YWHAG	2.621111631	11.72099874	8.953114343	64.76031043
GLS	-2.317370978	22.65710276	15.78461461	59.25709929
MYLPF	-1.097225721	-0.8171036682	-4.654498198	-3.904919495
SCN5A	-0.3394334456	-0.8371284606	-6.321342102	4.68938822
STK39	-6.614848277	37.29487954	53.93976614	23.10042519
DNAJC15	21.10039989	20.39099047	27.9446107	26.25926834
TBK1	10.41663858	9.006657942	22.96716331	33.28975693
PURG	23.26788621	2.930683742	5.223475742	28.25893446
DPP7	5.929034499	24.67573422	18.37309931	0.6850518237
CYTH4	6.08405964	90.78303002	32.71829284	10.58596471
PRICKLE4	15.7019834	19.29302834	17.86532108	16.95119742
FADS1	69.34372121	16.30055923	43.72125241	0.8373532487
TONSL	-1.136225757	17.20037115	4.925887871	6.631302112
ADD1	34.42103718	17.63105934	42.55224473	35.15149205
ANXA11	15.76861947	20.79237323	-1.045425473	40.85015783
DSC1	7.86323891	-3.471000353	-2.83100902	1.900182762
LDHC	-6.325056099	8.369057361	3.000222597	2.609716961
SRR	34.43131098	27.66950901	27.97470944	30.85871124
MMEL1	-2.198831755	10.86922446	-0.7047674407	-3.548531749
ERMAP	16.63829384	18.92915237	14.40927227	9.072258902
ABCA7	-9.031100301	9.502224812	2.175696703	0.3478009543
ABCF3	-5.470943208	28.47970024	23.46808521	25.80055658
NDRG2	92.20142459	-1.195200952	16.86094905	7.895942318
MAPK8IP3	10.32798991	9.226787373	9.379781809	42.17469134
GABRP	1.968523909	-0.9767472438	-3.926190404	-1.900366185
IMPA2	57.23702852	9.757512276	10.09752442	1.64873397
SLC25A13	15.7338188	37.03120093	110.0321348	4.166979166
ADAMTS7	10.47538988	12.21219788	12.46945025	4.679179367
AIPL1	3.842228596	-9.07676914	-9.157706701	-4.105446251
MTCH1	-11.99049652	31.0881691	19.77424368	23.23493681
ZNF318	22.30827415	14.30353648	28.36355087	38.9684635
CLEC4E	7.24465093	1.523191255	-1.974004544	-5.990472805
REPIN1	28.42066909	24.02084612	29.70810114	4.85653225
KCNV1	-10.06581064	-3.361629378	-8.392628142	49.61626805
PKD2L2	14.92134956	15.93612744	23.90574752	27.50241673
RAB30	38.63508287	10.45573791	29.87932128	31.45448092
RPS6KA6	5.812965697	-7.941247334	-9.135523649	46.69816528
TMOD2	16.4890495	-11.20879703	-1.878281744	61.27031401
TRPM5	3.465419121	5.930774869	2.886147123	-1.495379868
LMCD1	30.5938764	15.34410128	34.77821582	8.554684323
KCNIP1	28.59833428	9.356623392	1.431053245	30.53443139
EHD2	33.63386499	10.59247865	14.21194649	3.071775571
NPHS2	0.7648361338	-1.068482282	-1.001794811	0.8428126601
ARHGEF10	33.28513571	37.3864849	84.7668501	7.921468941
PPM1F	13.61686439	10.55005079	0.80772814	12.82007163
PUM1	26.81665097	10.87924843	13.42957882	45.05228563
ACAP1	12.82975579	25.04851489	22.1131633	-6.111051054
CLSTN3	-14.19881399	10.22122932	3.347183004	35.12050374
STARD8	24.33405716	22.26933102	19.42689674	-5.325544909
KMT2B	16.94741004	17.23992212	25.85702102	-10.67384058
RASSF2	23.71050544	34.55765824	114.7471085	-9.105957793
CEP170	4.361071734	24.35299834	34.11591083	38.08298972
PPM1E	-3.572616837	19.08915743	15.24267526	62.23799528
MLXIP	15.20562752	23.81389643	25.37818179	19.95287353
ACIN1	24.90774799	10.82847244	16.64024689	21.47878357
WDFY3	30.40500454	32.01368562	64.96354453	41.03101322
XPO7	21.69746577	13.36895677	19.83700202	65.92016465
PDXDC1	7.66332049	23.62321229	27.56100802	42.98079086
GGA2	16.7452273	19.49199389	13.23347199	29.44418402
TRAK2	18.01298238	19.75027866	55.37601139	-0.03420068708
CDK19	21.86621266	25.54455741	75.88933924	15.18138573
COLGALT2	13.38350976	26.90808873	73.58255026	14.55416714
PLXND1	28.99830265	24.91700254	46.70327807	9.821396086
DCUN1D4	4.753939669	23.63034789	26.73753901	45.31712324
FCHO1	-1.968441664	34.21471516	63.95572705	7.89341249
SLC35D1	34.20047322	10.99295021	27.67864409	27.23907246
RHOBTB2	19.44464484	3.038298347	11.91839916	31.02327483
SIK2	10.41008862	15.28663435	23.28866098	32.74513542
PLCB1	10.09008464	-9.390593311	2.494795591	51.49783515
PDS5A	24.77375824	33.18303129	34.19542675	45.09586692
LPHN3	33.7431388	12.97509346	15.93545588	53.56507207
EHBP1	21.98645168	6.620206026	3.936542776	54.41802514
TRIM2	19.01600196	25.07680444	63.22420953	22.52203226
FAM19A5	23.59460303	12.40488591	16.77524643	28.46249826
ABHD14A	-13.16461905	16.31339197	3.761052676	18.35366687
RCHY1	0.6797561846	30.67106246	20.30837092	32.18675315
NSL1	21.11209711	19.83065415	35.01167937	22.1942174
RWDD3	40.62086594	4.792268939	22.42406422	22.06564952
NECAP1	-6.178428741	18.60423561	8.47750548	62.78988367
MOXD1	34.75848418	8.35843175	14.60961567	13.94928606
DNM3	1.785011014	18.12837502	34.44461036	31.11965283
AUTS2	56.04802242	6.569965073	17.45750428	27.82198608
ABHD12	4.195613208	32.54571037	35.34177961	28.04217659
TRAF3IP1	27.68734569	1.948886199	12.76472253	39.37450041
C10orf12	22.50456666	7.006672838	17.69836189	27.69348249
FGD3	15.07972838	44.50633506	18.37021924	5.884130392
KRT76	-0.1433073453	0.8887477543	-1.609009068	-1.085322295
AZIN1	19.34163108	13.86806277	21.20822723	49.21908296
PI15	4.027226719	9.127178055	1.332049543	12.35994111
NUDT13	12.12074558	14.57300343	31.04441044	5.585301157
SNX7	35.00157187	21.90114709	13.59047027	24.97214726
YBX2	22.67699227	-0.4196720176	4.344148593	6.392959414
SIDT2	26.89370187	23.04866706	52.08065788	5.358621552
PKD2L1	-2.688108943	0.2231871249	-4.928132625	13.15957921
HSPB11	8.971413734	23.66467513	17.59906563	31.62948956
SHANK1	4.164436459	2.988315426	-9.809660932	20.00323195
MTMR2	0.02703986391	36.28362063	69.57462589	23.75626113
ING4	25.81300756	26.03482686	34.08812124	29.73507591
PIAS1	21.82225655	18.1849806	15.5322253	16.02062506
CERCAM	-0.260167437	36.57744998	91.24392921	-13.07904997
TRPC4	12.16169227	4.624612484	-3.885287551	30.17824088
DCXR	27.48448933	27.41170502	19.06379221	2.589719497
BIN2	11.23149195	44.37714919	23.94618061	8.327490685
RAPGEF6	6.643054805	25.91758615	43.81507317	13.25814616
CENPF	7.397487231	7.446761502	2.985619379	21.157819
MPP6	27.21762892	10.19606026	0.8900066434	50.36564419
PAIP2	12.40836061	34.22765057	32.28466987	44.77412498
GMPR2	4.525829824	38.01900948	32.42145284	33.03521093
HNRNPU	33.04054485	34.0429508	43.7268702	40.82228702
HNRNPA2B1	18.07177861	36.65459722	47.11798056	22.54752002
GIPC2	7.5536901	-2.90550846	-6.738524886	5.845576019
RAB25	-1.913353212	-2.610006182	-3.959847177	-0.8014924955
CDON	2.626417083	11.79124997	1.829372859	25.94632674
ITGB1	33.41585931	33.02709562	71.17846089	6.384378879
PTK2B	-9.206438374	13.04705389	3.951385503	21.18724865
FZD3	4.662001241	3.912701912	-4.336002468	52.5532893
PRKAG3	3.165664314	-6.85016838	-5.830903303	1.787184619
SLCO1C1	92.33994928	-2.056215833	6.312312576	9.117175258
Sep-01	2.651200073	-1.7203117	0.6797403917	2.031312767
RBM24	5.100954914	3.714171532	-6.182063137	38.10313294
MYH2	1.850115679	-5.566872887	-6.606035061	-1.942534137
STAB2	2.375159654	-1.940300357	-8.745755044	-3.859289768
SMG6	29.75720574	18.93768273	24.85508861	16.41375016
CNNM3	18.81934495	21.8332714	43.08858597	-5.703408231
DDX60	44.15428994	23.22723061	28.35918728	3.152746329
FAM46A	27.35435258	13.5272722	9.779405956	-0.06499381197
TRPM4	5.638488181	18.98095413	10.24665893	-4.864456302
KLHL28	4.164571718	18.41814252	24.77147656	21.68941715
CC2D1A	16.91959447	21.05093012	15.26946097	2.727513312
ELOVL2	75.91011573	-7.639873067	16.04600215	15.24812803
TBC1D22B	2.520619877	14.66808812	15.43796458	39.94296698
SEMA4C	12.03266997	30.35021533	70.56791863	1.931347254
RPP25	-3.516394788	31.86921666	24.62953216	12.2456378
SLC41A3	10.50894153	21.88665652	7.008570222	40.39488384
C1orf109	6.352432657	1.743537809	6.89240396	49.19931493
CCDC109B	6.816405985	35.68149808	23.71960625	11.06733543
DENND4C	36.976991	17.60693973	28.69744401	5.199786673
FKBP14	32.04471462	8.095330828	13.9067756	24.74898751
CADPS2	-4.395273058	-8.431430954	-10.55050453	32.80519396
SUSD4	2.302368569	10.4312033	-0.4830904655	49.04965722
RUFY2	23.07849627	25.35475343	57.59278805	32.52810701
WDR60	7.580982063	14.74913055	15.81596391	14.95318696
XKR8	31.78884875	11.27695902	31.34749098	1.574209951
TMEM39B	14.59672191	15.12322145	21.04981924	6.556101883
CRTAC1	-15.38303284	24.2815153	21.13908735	19.23935133
PIWIL2	-0.8672835826	4.682354831	1.203513058	3.047821636
CDCA8	-0.7276853877	12.38271624	18.10330431	6.103823957
ZNF334	34.02019508	-2.528615459	7.88930636	29.97115413
FAM178A	31.99201631	28.08089582	68.60222622	15.98184977
RIC8B	1.56531418	6.783921488	6.044412127	18.62486015
GOLPH3L	13.14661153	20.73179593	9.691367561	33.81544741
WDR41	0.2885566989	24.8149009	25.56549216	43.97847761
ECHDC2	43.38459057	11.50775089	12.53164578	-0.01911213074
ARHGAP12	38.95765883	32.02908982	32.25983802	36.67798972
LRRC36	13.05379665	3.337034548	0.02460623158	11.39070291
AP5S1	30.47793722	14.12646465	13.20981029	22.82360804
TXLNG	13.56239975	15.93715723	13.75289559	28.5111013
CSGALNACT1	50.15131612	20.36107403	13.68630116	10.66407147
MBNL3	34.64149921	29.27682223	45.45387066	5.868326526
ECHDC1	15.88309895	36.53488301	48.56492616	31.24496034
CSGALNACT2	20.6556961	24.77317879	34.48166987	19.20547476
DNAJA4	15.47089939	20.70881662	13.18320016	51.89633319
HES6	20.16303036	18.37854488	29.97284963	-14.20649204
KCNJ16	64.32791963	9.377070377	4.032544544	19.58091794
LANCL2	9.080213187	5.031092681	12.58899299	48.59456138
TMEM55A	-3.847430642	24.59507666	25.65513582	30.98607198
SYT11	22.37031094	27.28688	44.8145092	64.5047529
ABHD2	37.2273616	31.66454329	23.7697904	52.26904886
BAIAP2L1	10.9328144	5.813822707	8.517721962	1.727397519
KLHL9	25.99091496	15.99383505	31.3061886	49.07801862
BRWD1	22.27813675	20.211637	27.03550477	58.31790299
SLC38A2	6.896588837	25.89283342	47.1805413	18.62998346
NLGN3	41.30682724	9.545889902	37.5657383	28.01792716
TNRC6C	23.56405233	6.475224038	23.76222618	23.20517793
ADAMTSL4	8.40315952	18.35154627	5.906304567	-0.6720582995
CDH22	-9.156545317	9.948819158	-4.101755336	26.4322842
ADCY4	14.80668298	24.00709713	24.58426818	-6.49230647
KCNN2	20.34438118	10.02621508	3.52425269	26.34627577
RGS8	5.504553917	-5.648370569	-7.483737686	51.75036499
GRK4	10.45214206	14.06924089	10.65893642	26.04258247
PTBP2	13.4945423	22.16025665	44.75112334	23.68182647
ESPN	4.476424054	7.112722322	-3.109319515	-0.9253979622
HNRNPH2	17.04443657	18.74741436	18.47444787	47.91854232
IKBKE	9.109311163	7.650107814	2.327012147	11.31150643
CYP26B1	-3.592838294	3.773109417	3.716544206	32.23970011
TLX3	-3.964885291	0.01308011977	-6.129027031	-6.51797637
PMFBP1	3.158845605	19.02871708	13.90577585	-8.700735532
DNAJB8	-1.143164784	-4.921853262	-5.760984279	-4.286856635
MBNL1	25.22816816	18.52181831	24.72898658	57.35606854
TMEM9B	42.0578923	23.10484507	42.60128912	17.56759239
MYL1	4.602639206	-5.804628551	-5.080538061	-1.405133827
PAK6	10.63487123	2.082116842	-8.181211454	38.65678939
CA10	-3.596025671	-6.485510404	-9.298349415	42.09918084
CELF4	6.738628761	14.58008293	2.163819378	53.7518563
CDC42SE1	19.9799738	33.47067205	54.40716189	5.392456624
KIF15	17.10374495	1.849796359	4.002219302	4.643971225
PLSCR4	95.36276682	5.261967014	9.523861355	5.161055423
PLSCR3	21.5981493	24.16485149	35.40594947	-1.84680948
ANO2	21.82725615	19.14408914	11.7073619	4.21542772
ATP8B2	21.91649579	12.201945	7.909208252	33.04006038
NDRG4	13.66423712	9.458915479	11.56193752	45.67020484
FHL5	18.14507038	9.958359512	11.78796532	7.778965069
TAS2R3	4.560711383	-7.626813346	-4.164252413	9.648676002
PCBP3	-11.33692452	13.90161714	7.476211847	10.65794033
OR10A4	-0.9653895383	3.542882714	-1.712086768	-0.2633349805
PELI1	23.73306744	21.61763892	36.59297198	24.95233029
ZNF287	9.409674966	25.32890159	26.80623926	25.9998879
ABHD6	2.26518442	24.79168197	61.55483144	27.77362399
KIAA1324	8.030938427	6.860083136	0.9016006637	52.75720786
NCEH1	5.449853988	2.347134412	3.185434548	74.8263366
STAMBPL1	-12.54800989	17.46129487	-0.7913464078	28.03088053
ALS2	12.3596083	11.72911943	19.1314948	40.05843321
CPNE5	17.64373428	5.290117988	3.121627176	31.67352169
SLC46A2	-8.814715325	-0.7350385675	-8.10509566	0.8030126642
ZNF2	7.118763237	13.73794637	19.48655345	23.11073207
SLC5A6	11.09383218	18.00882194	26.27034565	22.26565131
CDH19	5.623458921	33.88069591	111.3752847	1.855915162
RBAK	18.18042783	-3.500577337	9.544118572	28.65118962
MYL7	4.688417498	-4.661008412	-6.317061437	-1.723822101
ARHGAP22	6.478061311	40.33496548	84.03788825	-0.5401177535
MPP4	-0.8145502075	-7.641569483	-7.72398202	4.507772099
PARD6B	7.478008908	8.167908532	6.936027645	2.844669619
RAB37	-8.759805951	8.00227079	8.462540921	25.54770789
MYOZ1	26.21828469	6.286117573	4.068120806	-1.55563939
ENPP5	6.702129018	14.99116318	11.64059703	51.95241539
MILR1	5.991912466	47.20509587	18.71429817	16.18082275
KLHL12	0.8333650755	24.08038641	15.73897131	43.00795235
RGS19	2.253324116	49.90555783	14.02034546	-0.7034288872
NR1D1	16.19814651	14.41263433	9.739608374	-1.505353638
CCDC90B	17.87564044	38.49613833	52.723605	24.26898996
RIC8A	20.42883896	28.39707945	21.0332178	23.86036554
FN3K	13.46241681	14.62646223	19.08166091	32.41059593
SLC4A10	-1.3913605	5.48896712	-2.154701488	59.76038585
ZNF667	6.901305413	21.52785441	18.76300062	52.75048982
PRSS22	-2.850736116	5.611894803	-3.814930678	-1.821521411
MMP27	3.688666544	-7.294834519	-6.892117326	-1.300619997
NPFFR1	4.875866373	3.317449402	-5.630520886	-4.60936993
XYLT2	26.10357521	12.65753992	17.74595669	22.70963666
SPATA1	19.67240881	25.58569712	15.24791803	6.767334679
DPEP3	7.968901201	3.482133484	-0.1020170513	0.8683702981
TOR3A	12.60430962	36.16452251	28.58974835	12.8824532
RNF187	-10.28554398	10.33109556	1.400150316	24.68071656
ABCG8	-1.302965203	7.703140977	-1.623345408	8.900555381
IKZF5	10.57098831	26.02988401	41.91164061	30.90630336
PCNXL4	42.67446251	9.800558487	19.96839445	26.5561132
ALDH8A1	11.5714538	-5.838924523	10.60335148	19.85682749
SPEF2	18.58795008	14.20734622	11.90423766	41.04765604
MMP25	4.605599299	6.215631331	2.50105904	-2.644685978
NUCKS1	39.58152801	25.79183982	43.68187608	34.37934787
CCDC136	4.778666116	5.482087137	4.399369381	29.42147461
FAM160B2	15.37644944	20.38976559	26.33344431	6.792190044
AEN	4.4477098	18.58086944	13.40801469	4.565886766
RBM15	33.21491139	4.913674561	19.85243574	8.758201248
LMF1	11.24009782	30.62313099	38.96562129	2.173159152
OSBPL11	44.88728939	25.80453183	23.54844558	20.55108677
SVEP1	10.07866795	16.44057053	50.95584046	5.755954964
PAPOLA	29.87995417	31.62596738	37.64293627	48.44811762
ACD	-8.389805597	22.68587372	12.56330965	2.014771392
PDZD2	36.05820797	15.23083835	17.54493452	29.95710291
SFXN3	-2.332984666	23.40269823	26.82908443	34.3902925
UPF3A	27.30215396	20.05776725	44.60033496	24.32801376
PCDH15	36.07596816	16.12312548	20.72490907	26.76427221
EEF1D	17.73116528	42.23276159	43.37652451	1.078547622
MYL12A	34.5306755	43.3190717	41.55286388	4.3459963
PTPLB	24.74689412	15.83944509	34.97936537	38.04801609
SSBP3	4.72081121	4.987263666	-0.9598440797	19.03717407
RAB3C	-3.392470968	-4.315854068	-10.83378375	67.04826698
RALGPS2	21.34541052	0.7402186569	-5.551981447	51.2506602
PCYOX1L	-2.108823356	17.38500232	16.06833015	42.77588351
YIPF2	-5.91537016	27.44577711	18.94507219	12.00076363
TRPM8	3.529976583	-6.345088941	-3.916041212	0.5747934713
ZNF426	26.09576746	16.7544722	30.99957884	27.75271072
GDPD3	3.117911096	25.33849603	12.57885988	-3.285971997
SH3BP5	-0.9018968587	29.96144108	47.46868348	25.28069004
LRRC2	8.214995766	7.355691394	3.032577059	35.66684067
ATP13A3	28.64286871	3.386377901	16.33627335	49.20275376
ZNF329	-1.023828789	23.04259916	16.00942807	40.57589951
ZNF322	21.37027083	18.36667803	26.77761428	5.885824511
ZC2HC1C	15.40538596	12.48710552	7.32503962	13.82841823
LRRK1	-3.870608369	30.32089217	14.68443842	17.60520474
COLGALT1	7.774931445	31.91205871	24.55909928	8.299977228
KCTD17	8.060969729	24.52768994	14.53751558	35.65528529
CXorf36	19.39149115	26.09138421	36.89206142	9.901882455
ELMO3	-0.2388555732	5.630778999	-1.482811725	0.1554786809
ZFHX4	43.55111936	16.87048902	44.80316523	4.302361696
MYH14	6.778301541	20.39644598	27.77380472	1.457556308
PIP4K2C	-12.9261149	20.91770279	18.56412578	29.11065138
ZBTB3	23.15808666	13.95686806	47.70983805	13.8405336
CSPP1	30.59159659	17.19891639	20.24432656	30.08989115
TUBAL3	7.019475117	-0.6123854492	-2.59128001	-4.946572583
RABEP2	12.53962574	19.91631856	26.8737883	3.767194335
ZNF672	19.19418824	6.978453839	13.81837257	17.16115201
SYNPO2L	14.31624171	7.835211431	13.5827796	0.06998229873
ATF7IP2	21.72440351	9.849378945	3.778387212	35.35509735
ZNF606	33.35376979	13.75204582	34.25533824	21.08543161
FRAS1	7.471846624	8.758689957	10.46246754	41.90142244
ACSF2	70.64296426	12.24255262	17.45759846	6.047008794
TARS2	9.715762736	23.68316502	23.79054729	32.13105089
RUFY1	43.05757676	20.31089821	31.05240973	16.54997888
PREX2	85.50750252	3.009919953	27.43059012	20.29060813
KCNIP4	-8.636658487	-5.825326147	-12.31744253	59.99703376
BTBD1	15.85818328	21.48309402	29.89795762	68.46054982
SLC19A3	32.94683224	7.560381183	11.4658888	10.68873719
TSGA10	21.46389479	20.28879556	45.87211797	19.2823502
CENPP	-3.559968053	6.070218805	4.943296111	30.8451964
CHMP4C	5.999450877	11.84836635	4.951824062	-2.426364044
CYB5B	27.11793754	6.838296273	6.699542273	49.89411294
TNFAIP8L1	-3.525412165	16.73804031	-0.07756481735	17.01820701
SNX31	13.55282694	9.777437939	2.37987465	2.611257661
KCNG4	0.4615740754	8.511720681	3.908311262	-2.740142703
C6orf201	4.312178239	10.03866795	2.631781617	0.5455705988
DRAM2	12.77274574	42.66196212	32.76352853	2.381875474
DOCK7	76.02426994	8.037535422	16.01929715	31.02845125
DEDD2	-7.941331229	30.96126153	14.3417233	9.408943442
KLHL13	15.44808411	5.643858504	2.282342992	57.45980385
DGAT2	-6.371624714	21.53600003	12.41997907	13.09011777
ASPRV1	17.66431499	17.2644757	62.18741692	-9.895877878
FAM134C	7.615272679	16.08111607	14.79823456	18.0625809
UBXN2B	8.555377025	18.92136421	10.93362614	48.08053965
SERPINA12	0.7404659094	-3.444370122	-4.155491521	-1.377268005
TSPAN11	31.72892693	11.20467739	21.78403963	8.257506014
FBXW9	-9.929012487	20.74932091	0.00959945523	-0.6781130536
ARL8A	17.86694908	28.06954509	57.5721229	23.82902107
LYZL4	-2.536061366	-2.888731219	-3.592620223	3.147379647
KHNYN	36.37442346	24.45299948	48.68893536	-2.672547678
DEGS2	14.64451671	-4.244826678	2.125993091	0.1781395398
SDR9C7	3.769639672	-3.291157512	-5.30992199	6.593488024
TMEM80	9.767802614	36.72864744	33.48313735	5.282395244
SERPINB12	4.172282198	-8.875169679	-6.649175786	-0.7513677372
PPM1J	-9.917118252	22.0643428	-1.25449163	8.872982611
SERPINA9	5.618625034	-6.501759875	-7.673972065	-3.19011171
CERS5	9.57851084	13.96668279	13.35865137	27.27056082
SGOL1	10.35770165	-0.4172902428	0.3240815314	2.975697953
ARHGAP8	16.88592779	0.5590738278	-1.277243885	9.648972831
ACTRT2	1.008715365	7.410501171	-0.8138482271	-4.998221385
ACTRT1	3.247633605	5.085920854	2.734387308	-4.981648272
ANKRD42	15.10881306	18.27316154	8.912843398	46.32927701
SDR42E1	0.7749182771	-5.049859631	-3.375254379	-1.361772177
SLC7A13	3.346217511	-6.336671313	-4.258397558	-2.339638577
MTMR3	41.68044626	19.51499023	27.36507541	22.25350703
SEMA3D	19.7104572	10.76528677	5.655835551	28.66475159
SMCHD1	25.75334691	17.30200329	29.10058786	23.72713972
LRRIQ3	11.39686125	0.5586102936	4.003949826	5.996489574
TMC1	16.97075015	1.428020355	0.7673578925	-0.199426704
ELOVL7	15.05860262	27.42505617	50.97909147	16.29855174
C1orf192	21.65861115	9.746178328	4.833284829	7.633982276
VMP1	6.823833418	27.76885443	30.69109887	27.61870097
DNAJC18	5.694078437	20.19216914	29.80054501	52.18537897
ZNF449	25.0219735	23.73433052	23.5473627	45.69554942
N4BP1	22.50824061	10.97860264	22.45176825	43.29424392
ACAP3	16.69454322	10.28092346	12.99790307	26.26751372
KCNIP2	0.8084712724	11.81331048	1.561255761	21.09644185
OR51E2	-0.7916307471	-2.415836948	-1.286583093	-3.150785545
FAM83D	-1.642321037	4.112790214	3.64490718	12.93520236
TSPAN14	28.64734871	30.24441522	23.63937266	35.74807466
RNF17	8.969347086	-4.237142016	-2.610857591	0.9747245158
SLC4A9	-5.192493091	7.229633059	19.05393164	-2.25456231
ZNF275	31.69040957	20.69082101	24.05658976	23.69542992
